Time,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadAppliedOutput,LeftFollowAppliedOutput,RightLeadAppliedOutput,RightFollowAppliedOutput,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
0.000289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.789062,11.539062,11.585938,11.617188,0.000000,0.000000,0.000000,0.000000,
0.020202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.789062,11.539062,11.585938,11.625000,0.000000,0.000000,0.000000,0.000000,
0.040263,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.789062,11.531250,11.578125,11.625000,0.000000,0.125000,0.281250,0.000000,
0.060222,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.250000,0.093750,0.031250,0.125000,
0.080113,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.531250,11.578125,11.609375,0.156250,0.218750,0.031250,0.218750,
0.100212,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.531250,11.570312,11.609375,0.218750,0.187500,0.218750,0.031250,
0.120282,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.539062,11.578125,11.609375,0.281250,0.281250,0.000000,0.156250,
0.140973,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.539062,11.578125,11.609375,0.250000,0.312500,0.031250,0.062500,
0.160182,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.523438,11.570312,11.609375,0.250000,0.156250,0.156250,0.062500,
0.180299,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.570312,11.609375,0.125000,0.281250,0.156250,0.156250,
0.200099,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.773438,11.531250,11.578125,11.609375,0.312500,0.250000,0.031250,0.312500,
0.220177,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.578125,11.617188,0.187500,0.312500,0.250000,0.062500,
0.240085,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.539062,11.578125,11.609375,0.468750,0.187500,0.156250,0.156250,
0.260248,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.531250,11.578125,11.609375,0.281250,0.062500,0.031250,0.343750,
0.280084,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.539062,11.570312,11.609375,0.156250,0.093750,0.281250,0.062500,
0.300273,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.570312,11.617188,0.187500,0.218750,0.187500,0.312500,
0.320104,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.187500,0.125000,0.156250,0.312500,
0.340262,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.546875,11.570312,11.609375,0.281250,0.312500,0.031250,0.406250,
0.360185,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.773438,11.531250,11.578125,11.609375,0.187500,0.125000,0.031250,0.406250,
0.380026,0.043945,-0.043945,0.000000,0.025143,0.008759,0.008759,-0.011292,-0.011292,11.773438,11.531250,11.570312,11.617188,0.406250,0.156250,0.156250,0.062500,
0.400094,0.043945,-0.043945,0.000000,0.025143,0.008759,0.008759,-0.011292,-0.011292,11.781250,11.523438,11.554688,11.585938,0.187500,0.093750,0.343750,0.281250,
0.420039,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.531250,11.578125,11.593750,0.125000,0.218750,0.000000,0.250000,
0.440054,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.570312,11.609375,0.093750,0.125000,0.093750,0.031250,
0.460191,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.312500,0.156250,0.125000,0.343750,
0.480120,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.773438,11.531250,11.570312,11.609375,0.312500,0.218750,0.031250,0.218750,
0.500158,0.043945,-0.043945,0.000000,0.025143,0.008759,0.008759,-0.011292,-0.011292,11.773438,11.539062,11.546875,11.617188,0.218750,0.156250,0.281250,0.031250,
0.520237,0.043945,-0.043945,0.000000,0.025143,0.008759,0.008759,-0.011292,-0.011292,11.781250,11.531250,11.554688,11.578125,0.406250,0.125000,0.312500,0.406250,
0.540161,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.531250,11.570312,11.609375,0.281250,0.218750,0.000000,0.187500,
0.560259,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.531250,11.570312,11.617188,0.312500,0.156250,0.375000,0.031250,
0.580328,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.570312,11.617188,0.250000,0.187500,0.093750,0.031250,
0.600031,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.562500,11.617188,0.250000,0.156250,0.187500,0.156250,
0.620079,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.531250,11.578125,11.601562,0.031250,0.250000,0.000000,0.250000,
0.640338,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.781250,11.531250,11.570312,11.609375,0.468750,0.093750,0.031250,0.125000,
0.660507,0.043945,-0.043945,0.025143,0.025143,0.006256,0.006256,-0.011292,-0.011292,11.781250,11.531250,11.570312,11.617188,0.031250,0.000000,0.156250,0.031250,
0.680086,0.043945,-0.043945,0.025143,0.025143,0.006256,0.006256,-0.011292,-0.011292,11.781250,11.531250,11.554688,11.601562,0.062500,0.000000,0.375000,0.281250,
0.700192,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.031250,0.000000,0.187500,0.156250,
0.720161,0.043945,-0.043945,0.025143,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.523438,11.570312,11.609375,0.031250,0.250000,0.250000,0.312500,
0.740075,0.043945,-0.043945,0.000000,0.000000,0.006256,0.008759,-0.008759,-0.008759,11.781250,11.531250,11.570312,11.609375,0.250000,0.156250,0.156250,0.250000,
0.760642,0.043945,-0.043945,0.025143,-0.025143,0.006256,0.006256,-0.006256,-0.006256,11.781250,11.531250,11.570312,11.609375,0.031250,0.000000,0.031250,0.031250,
0.780034,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.781250,11.531250,11.578125,11.609375,0.031250,0.000000,0.312500,0.031250,
0.800159,0.043945,-0.043945,0.025143,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.523438,11.578125,11.617188,0.062500,0.000000,0.218750,0.312500,
0.820286,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.570312,11.617188,0.250000,0.031250,0.500000,0.125000,
0.840153,0.043945,-0.043945,0.000000,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.250000,0.000000,0.093750,0.406250,
0.860015,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.773438,11.523438,11.578125,11.617188,0.062500,0.000000,0.218750,0.250000,
0.880210,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.781250,11.531250,11.585938,11.609375,0.031250,0.000000,0.031250,0.125000,
0.900256,0.043945,-0.043945,0.025143,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.570312,11.617188,0.062500,0.000000,0.156250,0.281250,
0.920220,0.043945,-0.043945,0.000000,-0.025143,0.008759,0.008759,-0.006256,-0.006256,11.773438,11.531250,11.578125,11.609375,0.093750,0.062500,0.000000,0.375000,
0.940341,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.093750,0.125000,0.156250,0.031250,
0.960162,0.043945,-0.043945,0.000000,0.000000,0.006256,0.008759,-0.008759,-0.008759,11.773438,11.539062,11.578125,11.601562,0.312500,0.156250,0.062500,0.156250,
0.980159,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.773438,11.531250,11.570312,11.617188,0.062500,0.000000,0.375000,0.375000,
1.000289,0.043945,-0.043945,0.025143,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.539062,11.578125,11.609375,0.062500,0.093750,0.312500,0.250000,
1.020278,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.578125,11.601562,0.343750,0.187500,0.125000,0.375000,
1.040123,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.531250,11.578125,11.609375,0.218750,0.125000,0.375000,0.250000,
1.060354,0.043945,-0.043945,0.000000,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.617188,0.093750,0.000000,0.125000,0.281250,
1.080204,0.043945,-0.043945,0.025143,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.570312,11.609375,0.031250,0.031250,0.250000,0.156250,
1.100271,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.187500,0.062500,0.187500,0.218750,
1.120139,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.523438,11.578125,11.609375,0.125000,0.156250,0.187500,0.250000,
1.140185,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.578125,11.609375,0.187500,0.187500,0.156250,0.125000,
1.160095,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.156250,0.218750,0.218750,0.156250,
1.180139,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.570312,11.617188,0.031250,0.187500,0.125000,0.312500,
1.200086,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.781250,11.539062,11.570312,11.609375,0.250000,0.125000,0.312500,0.187500,
1.220153,0.043945,-0.043945,0.000000,0.000000,0.008759,0.008759,-0.008759,-0.008759,11.789062,11.531250,11.570312,11.609375,0.281250,0.125000,0.156250,0.375000,
1.240186,0.043945,-0.043945,0.000000,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.789062,11.523438,11.578125,11.609375,0.093750,0.156250,0.250000,0.312500,
1.260182,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.539062,11.578125,11.601562,0.031250,0.031250,0.125000,0.187500,
1.280185,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.539062,11.578125,11.601562,0.031250,0.031250,0.156250,0.437500,
1.300159,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.531250,11.570312,11.601562,0.031250,0.031250,0.281250,0.312500,
1.320024,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.531250,11.578125,11.609375,0.031250,0.000000,0.250000,0.406250,
1.340143,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.531250,11.570312,11.609375,0.031250,0.031250,0.312500,0.218750,
1.360238,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.531250,11.578125,11.609375,0.031250,0.000000,0.250000,0.250000,
1.380087,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.773438,11.531250,11.578125,11.609375,0.000000,0.031250,0.062500,0.218750,
1.400216,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.757812,11.531250,11.578125,11.609375,0.031250,0.031250,0.093750,0.312500,
1.420051,0.043945,-0.043945,0.025143,0.000000,0.006256,0.006256,-0.008759,-0.008759,11.765625,11.531250,11.578125,11.601562,0.031250,0.031250,0.250000,0.343750,
