Time,MatchTime,LeftEncoderPosition,RightEncoderPosition,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadAppliedOutput,LeftFollowAppliedOutput,RightLeadAppliedOutput,RightFollowAppliedOutput,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
0.641093,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.398438,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
0.660870,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.367188,12.289062,0.000000,0.000000,0.000000,0.000000,
0.680723,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.375000,12.289062,0.000000,0.000000,0.000000,0.000000,
0.700827,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
0.720652,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
0.740750,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.382812,12.289062,0.000000,0.000000,0.156250,0.000000,
0.760865,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.398438,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
0.780888,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.414062,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
0.800688,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.390625,12.375000,12.265625,0.187500,0.125000,0.156250,0.156250,
0.820652,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.398438,12.359375,12.265625,0.187500,0.125000,0.156250,0.156250,
0.840782,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.265625,0.187500,0.125000,0.000000,0.156250,
0.860833,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.414062,12.375000,12.281250,0.000000,0.000000,0.156250,0.000000,
0.880684,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.265625,0.187500,0.156250,0.000000,0.156250,
0.900653,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
0.920751,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.382812,12.273438,0.187500,0.125000,0.000000,0.156250,
0.940811,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.414062,12.375000,12.281250,0.000000,0.000000,0.156250,0.000000,
0.960786,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.398438,12.367188,12.265625,0.187500,0.125000,0.000000,0.156250,
0.980644,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.382812,12.289062,0.000000,0.000000,0.156250,0.000000,
1.000905,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.367188,12.265625,0.187500,0.156250,0.000000,0.156250,
1.020783,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.414062,12.367188,12.273438,0.000000,0.000000,0.000000,0.000000,
1.040698,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.007812,12.414062,12.390625,12.281250,0.000000,0.000000,0.000000,0.000000,
1.060839,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
1.080792,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.406250,12.375000,12.281250,0.187500,0.125000,0.000000,0.156250,
1.100914,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.414062,12.382812,12.281250,0.000000,0.000000,0.156250,0.000000,
1.120886,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.367188,12.265625,0.187500,0.125000,0.000000,0.156250,
1.140780,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.414062,12.367188,12.289062,0.000000,0.000000,0.156250,0.000000,
1.161766,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.398438,12.382812,12.273438,0.187500,0.125000,0.000000,0.156250,
1.180823,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.414062,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
1.200718,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.367188,12.289062,0.000000,0.000000,0.000000,0.000000,
1.220779,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.375000,12.281250,0.000000,0.000000,0.156250,0.000000,
1.240875,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.265625,0.187500,0.156250,0.000000,0.156250,
1.260810,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.367188,12.289062,0.000000,0.000000,0.000000,0.000000,
1.280780,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.375000,12.281250,0.000000,0.000000,0.000000,0.000000,
1.300889,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.007812,12.414062,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
1.320867,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
1.340716,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.398438,12.382812,12.265625,0.187500,0.125000,0.156250,0.156250,
1.360904,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.367188,12.265625,0.187500,0.125000,0.000000,0.156250,
1.380758,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.367188,12.289062,0.000000,0.000000,0.156250,0.000000,
1.400685,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.003815,0.003815,11.992188,12.406250,12.375000,12.265625,0.187500,0.125000,0.156250,0.156250,
1.420834,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.359375,12.273438,0.000000,0.000000,0.156250,0.156250,
1.440838,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
1.460929,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.414062,12.367188,12.281250,0.000000,0.000000,0.125000,0.000000,
1.480855,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.398438,12.367188,12.265625,0.187500,0.125000,0.156250,0.156250,
1.500830,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.398438,12.367188,12.273438,0.187500,0.125000,0.156250,0.156250,
1.520810,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.398438,12.367188,12.273438,0.187500,0.125000,0.125000,0.156250,
1.540882,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.398438,12.367188,12.273438,0.187500,0.125000,0.156250,0.156250,
1.560879,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.398438,12.367188,12.273438,0.187500,0.125000,0.156250,0.156250,
1.580833,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.984375,12.390625,12.382812,12.273438,0.187500,0.125000,0.156250,0.156250,
1.600876,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.003815,0.000000,0.000000,11.992188,12.390625,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
1.620791,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.359375,12.289062,0.000000,0.000000,0.156250,0.000000,
1.640761,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.382812,12.273438,0.187500,0.125000,0.000000,0.156250,
1.660792,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
1.680988,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.398438,12.367188,12.281250,0.187500,0.125000,0.000000,0.156250,
1.700726,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.007812,12.414062,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
1.721741,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.359375,12.289062,0.000000,0.000000,0.000000,0.000000,
1.740845,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.367188,12.289062,0.000000,0.000000,0.000000,0.000000,
1.760856,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.390625,12.289062,0.000000,0.000000,0.000000,0.000000,
1.780687,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
1.800681,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.398438,12.367188,12.281250,0.187500,0.125000,0.000000,0.156250,
1.820637,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.414062,12.375000,12.289062,0.000000,0.000000,0.156250,0.000000,
1.840791,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.265625,0.187500,0.156250,0.000000,0.156250,
1.860803,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.367188,12.289062,0.000000,0.000000,0.156250,0.000000,
1.880739,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.382812,12.273438,0.187500,0.125000,0.000000,0.156250,
1.900857,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.367188,12.281250,0.000000,0.000000,0.125000,0.000000,
1.920758,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
1.940821,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.414062,12.375000,12.289062,0.000000,0.000000,0.156250,0.000000,
1.960906,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
1.980846,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
2.000782,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.406250,12.382812,12.289062,0.000000,0.000000,0.000000,0.000000,
2.020873,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
2.040696,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.003815,0.000000,0.000000,11.984375,12.382812,12.359375,12.265625,0.187500,0.125000,0.000000,0.156250,
2.060781,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.414062,12.382812,12.289062,0.000000,0.000000,0.156250,0.000000,
2.080959,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.003815,0.000000,0.000000,11.992188,12.390625,12.367188,12.265625,0.187500,0.125000,0.000000,0.156250,
2.100776,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.414062,12.367188,12.289062,0.000000,0.000000,0.000000,0.000000,
2.120671,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.382812,12.281250,0.000000,0.000000,0.000000,0.000000,
2.140786,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.367188,12.281250,0.000000,0.000000,0.156250,0.000000,
2.160798,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.367188,12.273438,0.187500,0.156250,0.000000,0.156250,
2.180778,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.382812,12.289062,0.000000,0.000000,0.156250,0.000000,
2.200807,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
2.221538,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.414062,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
2.240723,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.007812,12.406250,12.382812,12.289062,0.000000,0.000000,0.156250,0.000000,
2.260676,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.984375,12.390625,12.367188,12.265625,0.187500,0.125000,0.156250,0.156250,
2.280811,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.390625,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
2.300803,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.375000,12.281250,0.000000,0.000000,0.156250,0.000000,
2.320687,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.367188,12.273438,0.187500,0.125000,0.000000,0.156250,
2.340797,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.367188,12.289062,0.000000,0.000000,0.156250,0.000000,
2.360941,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.398438,12.382812,12.265625,0.187500,0.125000,0.000000,0.156250,
2.380818,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
2.400744,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.406250,12.359375,12.281250,0.000000,0.000000,0.000000,0.000000,
2.420807,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.382812,12.281250,0.000000,0.000000,0.156250,0.000000,
2.442018,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.382812,12.359375,12.265625,0.187500,0.125000,0.000000,0.156250,
2.460933,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.992188,12.406250,12.367188,12.281250,0.000000,0.000000,0.000000,0.000000,
2.480798,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.992188,12.406250,12.382812,12.281250,0.000000,0.000000,0.156250,0.000000,
2.500766,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,11.984375,12.398438,12.359375,12.265625,0.187500,0.156250,0.156250,0.156250,
2.520957,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.265625,0.187500,0.125000,0.000000,0.156250,
2.540921,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.382812,12.281250,0.000000,0.000000,0.156250,0.000000,
2.560763,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.367188,12.273438,0.187500,0.156250,0.000000,0.187500,
2.580822,-1.000000,0.000000,0.000000,0.076800,0.076800,0.000000,-0.000000,0.003815,0.003815,0.003815,0.003815,12.000000,12.406250,12.367188,12.289062,0.000000,0.000000,0.156250,0.000000,
2.600879,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.984375,12.390625,12.390625,12.273438,0.187500,0.125000,0.000000,0.156250,
