Time,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
1.642319,0.627751,0.567937,0.000000,0.000000,12.476562,12.273438,12.281250,12.351562,0.125000,0.000000,0.062500,0.250000,
1.662432,0.806312,0.746497,11.428572,11.428572,12.484375,12.265625,12.117188,12.273438,0.000000,0.031250,0.437500,0.000000,
1.682374,1.562713,1.502899,11.428572,11.428572,12.398438,12.187500,11.765625,11.937500,0.062500,0.000000,18.531250,7.000000,
1.702735,2.292764,2.232950,40.000000,40.000000,11.609375,11.671875,11.523438,11.718750,33.875000,27.437500,28.406250,24.937500,
1.722665,2.739166,2.679351,62.857143,62.857143,11.476562,11.257812,11.429688,11.484375,33.906250,32.000000,30.250000,29.843750,
1.742574,2.739166,2.679351,62.857143,62.857143,11.460938,11.156250,11.148438,11.289062,28.750000,32.812500,30.906250,29.875000,
1.762379,3.483167,3.423353,80.000000,80.000000,11.187500,11.093750,11.257812,11.093750,37.531250,32.937500,29.656250,30.468750,
1.782423,3.483167,3.423353,108.571426,108.571426,11.140625,10.828125,10.921875,10.953125,38.750000,37.250000,33.500000,30.562500,
1.802318,3.483167,3.423353,108.571426,108.571426,11.140625,10.843750,10.812500,10.835938,38.031250,22.906250,35.656250,34.000000,
1.822648,3.483167,3.423353,148.571426,148.571426,10.953125,10.679688,10.734375,10.898438,43.531250,38.562500,36.375000,32.093750,
1.842552,3.483167,3.423353,205.714294,205.714294,10.976562,10.773438,10.671875,10.664062,44.843750,22.843750,41.187500,36.531250,
1.863759,3.483167,3.423353,205.714294,205.714294,11.070312,10.664062,10.914062,10.640625,37.031250,39.750000,32.375000,34.968750,
1.882572,3.483167,3.423353,280.000000,280.000000,11.171875,10.656250,10.664062,10.640625,37.062500,40.218750,41.593750,35.937500,
1.902504,3.483167,3.423353,360.000031,360.000031,10.984375,10.679688,10.843750,10.742188,42.031250,40.437500,28.968750,29.156250,
1.922552,3.483167,3.423353,360.000031,360.000031,11.023438,10.546875,10.765625,10.742188,36.281250,41.406250,34.687500,29.281250,
1.942418,3.162316,3.102502,440.000031,440.000031,11.218750,10.812500,11.015625,10.750000,37.937500,37.687500,26.343750,30.218750,
1.962531,0.600161,0.540347,440.000031,440.000031,12.781250,10.718750,12.718750,10.789062,0.000000,39.375000,0.000000,29.562500,
1.982369,0.059814,-0.059814,531.428650,531.428650,12.421875,12.171875,12.210938,12.335938,0.000000,0.000000,0.093750,0.000000,
2.002499,0.059814,-0.059814,548.571472,548.571472,12.437500,12.179688,12.234375,12.257812,0.000000,0.000000,0.062500,0.093750,
2.023704,0.059814,-0.059814,548.571472,548.571472,12.445312,12.156250,12.289062,12.289062,0.000000,0.000000,0.031250,0.062500,
2.044183,0.059814,-0.059814,577.142944,577.142944,12.460938,12.195312,12.265625,12.296875,0.000000,0.000000,0.031250,0.093750,
2.062352,0.059814,-0.059814,582.857239,582.857239,12.468750,12.203125,12.281250,12.296875,0.000000,0.000000,0.062500,0.093750,
2.082507,0.059814,-0.059814,582.857239,582.857239,12.476562,12.203125,12.273438,12.304688,0.000000,0.000000,0.093750,0.093750,
2.102356,0.059814,-0.059814,565.714355,565.714355,12.476562,12.203125,12.281250,12.312500,0.000000,0.000000,0.062500,0.062500,
2.122377,0.059814,-0.059814,520.000061,520.000061,12.492188,12.210938,12.281250,12.320312,0.000000,0.000000,0.031250,0.062500,
2.142564,0.059814,-0.059814,520.000061,520.000061,12.492188,12.226562,12.289062,12.312500,0.000000,0.000000,0.062500,0.093750,
2.162527,0.059814,-0.059814,445.714355,445.714355,12.484375,12.242188,12.281250,12.328125,0.000000,0.000000,0.093750,0.093750,
2.182570,0.059814,-0.059814,445.714355,445.714355,12.492188,12.242188,12.289062,12.320312,0.093750,0.031250,0.062500,0.093750,
2.202395,0.059814,-0.059814,342.857208,342.857208,12.500000,12.257812,12.296875,12.320312,0.125000,0.031250,0.062500,0.093750,
2.222591,0.059814,-0.059814,228.571472,228.571472,12.500000,12.257812,12.289062,12.328125,0.125000,0.031250,0.093750,0.093750,
2.242367,0.059814,-0.059814,228.571472,228.571472,12.500000,12.250000,12.296875,12.328125,0.125000,0.031250,0.062500,0.093750,
2.262626,0.059814,-0.059814,194.285767,194.285767,12.500000,12.257812,12.296875,12.328125,0.125000,0.031250,0.093750,0.125000,
2.282590,0.059814,-0.059814,137.142883,137.142883,12.507812,12.257812,12.296875,12.328125,0.125000,0.031250,0.031250,0.062500,
2.302599,0.059814,-0.059814,137.142883,137.142883,12.507812,12.257812,12.304688,12.335938,0.125000,0.031250,0.093750,0.125000,
2.322579,0.059814,-0.059814,91.428589,91.428589,12.507812,12.257812,12.296875,12.328125,0.125000,0.031250,0.093750,0.125000,
2.342353,0.059814,-0.059814,51.428589,51.428589,12.507812,12.257812,12.296875,12.335938,0.125000,0.031250,0.062500,0.062500,
2.362526,0.059814,-0.059814,51.428589,51.428589,12.507812,12.265625,12.304688,12.328125,0.125000,0.031250,0.062500,0.093750,
2.382555,0.059814,-0.059814,22.857178,22.857178,12.515625,12.257812,12.304688,12.335938,0.125000,0.031250,0.062500,0.093750,
2.402401,0.059814,-0.059814,5.714294,5.714294,12.515625,12.265625,12.304688,12.335938,0.156250,0.031250,0.062500,0.093750,
2.422402,0.059814,-0.034704,5.714294,5.714294,12.507812,12.265625,12.312500,12.335938,0.125000,0.031250,0.125000,0.093750,
2.442338,0.260711,0.200896,0.000000,0.000000,12.453125,12.265625,12.296875,12.335938,0.000000,0.031250,0.000000,0.125000,
2.462553,0.937752,0.877937,0.000000,0.000000,12.437500,12.210938,12.195312,12.265625,0.031250,0.062500,0.343750,0.000000,
2.482407,1.697564,1.637749,5.714294,5.714294,12.343750,12.218750,12.203125,12.242188,0.156250,0.000000,0.000000,0.062500,
2.502506,2.797756,2.737941,34.285706,34.285706,12.281250,12.164062,11.976562,12.234375,0.093750,0.000000,3.031250,0.093750,
2.523994,3.683117,3.623303,34.285706,34.285706,11.523438,11.414062,11.421875,11.585938,33.718750,33.312500,29.218750,27.343750,
2.542584,3.958398,3.898583,57.142853,57.142853,11.609375,11.210938,11.234375,11.335938,30.687500,32.500000,30.218750,30.375000,
2.562556,3.958398,3.898583,74.285736,74.285736,11.320312,11.093750,11.210938,11.312500,34.625000,33.375000,27.000000,30.750000,
2.582371,4.028768,3.977193,74.285736,74.285736,11.195312,11.109375,10.937500,11.093750,35.875000,25.812500,31.187500,29.906250,
2.602553,4.099758,4.039944,108.571442,108.571442,11.132812,11.125000,10.812500,11.046875,35.531250,26.562500,31.531250,31.781250,
2.622408,4.171368,4.111554,148.571442,148.571442,11.250000,10.789062,10.687500,10.937500,33.968750,38.218750,32.843750,34.375000,
2.642325,4.171368,4.111554,148.571442,148.571442,11.085938,10.750000,10.609375,10.914062,28.000000,38.906250,28.062500,34.906250,
2.665062,4.243598,4.183784,205.714325,205.714325,11.062500,10.695312,10.703125,10.851562,33.218750,26.625000,34.718750,21.406250,
2.682211,4.243598,4.183784,205.714325,205.714325,11.023438,10.804688,10.703125,10.726562,41.437500,27.500000,37.375000,28.875000,
2.702419,4.243598,4.183784,280.000000,280.000000,11.109375,10.906250,10.648438,10.937500,37.687500,31.718750,36.187500,35.468750,
2.722490,4.243598,4.183784,371.428558,371.428558,11.015625,10.625000,10.617188,10.625000,40.468750,29.250000,33.437500,37.937500,
2.743813,4.243598,4.183784,371.428558,371.428558,10.984375,10.679688,10.718750,10.789062,34.968750,36.250000,32.781250,34.750000,
2.762402,4.243598,4.183784,451.428589,451.428589,10.976562,10.765625,10.867188,10.914062,36.156250,30.468750,26.625000,30.968750,
2.782336,4.243598,4.183784,554.285706,554.285706,10.867188,10.515625,10.539062,10.726562,46.687500,39.187500,38.062500,34.937500,
2.802539,4.243598,4.183784,554.285706,554.285706,10.898438,10.359375,10.531250,10.703125,38.562500,37.718750,40.531250,31.000000,
2.822290,4.243598,4.183784,674.285706,674.285706,10.945312,10.687500,10.656250,10.554688,31.625000,35.906250,33.593750,41.125000,
2.843723,4.243598,4.183784,811.428589,811.428589,10.945312,10.515625,10.507812,10.554688,33.875000,33.125000,41.937500,39.750000,
2.862513,4.243598,4.183784,811.428589,811.428589,10.828125,10.476562,10.617188,10.625000,39.125000,38.968750,33.812500,30.218750,
2.882278,4.243598,4.183784,948.571411,948.571411,10.882812,10.546875,10.765625,10.601562,42.187500,33.750000,28.406250,33.343750,
2.902579,4.243598,4.183784,1085.714355,1085.714355,10.992188,10.687500,10.851562,10.820312,36.750000,31.406250,26.500000,28.250000,
2.922282,4.243598,4.183784,1085.714355,1085.714355,10.921875,10.656250,10.796875,10.828125,40.187500,32.281250,28.500000,24.875000,
2.942542,4.243598,4.183784,1205.714355,1205.714355,11.078125,10.726562,10.921875,10.890625,34.375000,29.625000,24.531250,26.406250,
2.962553,4.243598,4.183784,1205.714355,1205.714355,11.062500,10.875000,11.031250,11.007812,36.468750,26.937500,22.687500,22.218750,
2.983703,4.243598,4.183784,1314.285889,1314.285889,11.171875,10.921875,11.054688,11.007812,24.500000,22.906250,25.125000,24.468750,
3.002696,4.243598,4.183784,1411.428711,1411.428711,11.148438,10.890625,11.054688,11.054688,30.406250,26.250000,21.437500,19.093750,
3.022534,4.243598,4.183784,1411.428711,1411.428711,11.210938,10.960938,11.101562,11.125000,24.968750,24.500000,21.375000,19.937500,
3.042369,4.243598,4.183784,1502.857300,1502.857300,11.257812,10.984375,11.171875,11.171875,25.250000,24.500000,18.156250,17.593750,
3.062497,4.243598,4.183784,1582.857300,1582.857300,11.289062,10.992188,11.195312,11.250000,24.625000,25.156250,18.593750,14.593750,
3.082466,4.243598,4.183784,1582.857300,1582.857300,11.281250,11.085938,11.273438,11.242188,25.812500,23.406250,15.218750,15.937500,
3.102564,4.243598,4.183784,1634.285889,1634.285889,11.234375,10.960938,11.195312,11.250000,27.468750,27.781250,17.156250,12.718750,
3.122391,4.243598,4.183784,1674.285889,1674.285889,11.406250,11.023438,11.203125,11.242188,21.875000,27.125000,17.593750,14.937500,
3.142355,4.243598,4.183784,1674.285889,1674.285889,11.304688,11.039062,11.195312,11.250000,27.375000,25.687500,16.375000,15.375000,
3.162519,4.243598,4.183784,1708.571655,1708.571655,11.359375,11.195312,11.265625,11.273438,21.906250,23.125000,16.687500,13.625000,
3.182372,4.243598,4.183784,1708.571655,1708.571655,11.445312,11.210938,11.328125,11.296875,22.875000,20.218750,15.500000,12.687500,
3.202353,1.934714,1.874899,1748.571533,1748.571533,12.843750,11.203125,13.023438,11.421875,0.000000,25.906250,0.000000,10.531250,
3.222538,0.150040,0.090226,1742.857178,1742.857178,12.937500,12.218750,12.578125,12.375000,2.031250,0.000000,0.093750,0.000000,
3.243019,0.059814,-0.059814,1742.857178,1742.857178,12.460938,12.296875,12.156250,12.351562,0.000000,0.843750,0.000000,0.000000,
3.262552,0.059814,-0.059814,1634.285645,1634.285645,12.343750,12.117188,12.195312,12.210938,0.000000,0.000000,0.062500,0.062500,
3.282400,0.059814,-0.059814,1520.000000,1520.000000,12.367188,12.078125,12.179688,12.203125,0.000000,0.000000,0.031250,0.062500,
3.302396,0.059814,-0.059814,1520.000000,1520.000000,12.414062,12.070312,12.195312,12.210938,0.000000,0.000000,0.093750,0.062500,
3.322411,0.059814,-0.059814,1388.571533,1388.571533,12.414062,12.101562,12.203125,12.210938,0.000000,0.000000,0.062500,0.062500,
3.342574,0.059814,-0.059814,1200.000000,1200.000000,12.406250,12.148438,12.187500,12.234375,0.000000,0.000000,0.031250,0.093750,
3.362534,0.059814,-0.059814,1200.000000,1200.000000,12.390625,12.093750,12.210938,12.226562,0.000000,0.000000,0.031250,0.062500,
3.382574,0.059814,-0.059814,1051.428711,1051.428711,12.390625,12.109375,12.203125,12.226562,0.000000,0.000000,0.062500,0.093750,
3.402538,0.059814,-0.059814,874.285645,874.285645,12.398438,12.117188,12.203125,12.218750,0.000000,0.000000,0.062500,0.093750,
3.423762,0.059814,-0.059814,874.285645,874.285645,12.398438,12.132812,12.195312,12.226562,0.000000,0.000000,0.062500,0.062500,
3.442602,0.059814,-0.059814,662.857178,662.857178,12.406250,12.140625,12.203125,12.226562,0.000000,0.000000,0.031250,0.062500,
3.462328,0.059814,-0.059814,662.857178,662.857178,12.414062,12.156250,12.195312,12.234375,0.000000,0.000000,0.062500,0.062500,
3.482546,0.059814,-0.059814,480.000000,480.000000,12.414062,12.164062,12.203125,12.234375,0.062500,0.000000,0.031250,0.062500,
3.502371,0.059814,-0.059814,382.857178,382.857178,12.421875,12.164062,12.210938,12.242188,0.125000,0.062500,0.062500,0.093750,
3.522680,0.059814,-0.059814,382.857178,382.857178,12.421875,12.164062,12.210938,12.242188,0.062500,0.062500,0.062500,0.093750,
3.542517,0.059814,-0.059814,285.714355,285.714355,12.421875,12.164062,12.210938,12.250000,0.000000,0.000000,0.062500,0.093750,
3.563378,0.059814,-0.059814,205.714355,205.714355,12.421875,12.164062,12.218750,12.250000,0.031250,0.000000,0.062500,0.062500,
3.582512,0.059814,-0.059814,205.714355,205.714355,12.421875,12.171875,12.218750,12.250000,0.031250,0.062500,0.062500,0.062500,
3.602273,0.059814,-0.059814,171.428711,171.428711,12.421875,12.171875,12.218750,12.250000,0.031250,0.062500,0.062500,0.062500,
3.622501,0.059814,-0.059814,102.857178,102.857178,12.429688,12.171875,12.210938,12.250000,0.062500,0.031250,0.062500,0.062500,
3.642533,0.059814,-0.059814,102.857178,102.857178,12.429688,12.179688,12.226562,12.250000,0.093750,0.062500,0.062500,0.062500,
3.663216,0.059814,-0.059814,57.142822,57.142822,12.429688,12.179688,12.226562,12.257812,0.093750,0.062500,0.062500,0.062500,
3.682464,0.059814,-0.059814,57.142822,57.142822,12.429688,12.179688,12.226562,12.257812,0.062500,0.031250,0.062500,0.062500,
3.702317,0.059814,-0.059814,34.285767,34.285767,12.437500,12.187500,12.226562,12.265625,0.093750,0.062500,0.062500,0.093750,
3.722596,0.059814,-0.059814,17.142883,17.142883,12.445312,12.187500,12.226562,12.257812,0.093750,0.062500,0.062500,0.062500,
3.742533,0.059814,-0.059814,17.142883,17.142883,12.437500,12.187500,12.234375,12.257812,0.093750,0.062500,0.062500,0.062500,
3.762659,0.059814,-0.059814,17.142883,17.142883,12.445312,12.187500,12.234375,12.265625,0.093750,0.062500,0.062500,0.093750,
3.782520,0.059814,-0.059814,11.428589,11.428589,12.445312,12.187500,12.234375,12.265625,0.093750,0.062500,0.062500,0.062500,
3.802365,0.059814,-0.059814,11.428589,11.428589,12.445312,12.187500,12.234375,12.265625,0.125000,0.062500,0.093750,0.093750,
3.822245,0.059814,-0.059814,5.714294,5.714294,12.445312,12.187500,12.242188,12.265625,0.093750,0.062500,0.062500,0.062500,
3.842522,0.059814,-0.059814,5.714294,5.714294,12.445312,12.187500,12.242188,12.265625,0.093750,0.062500,0.062500,0.093750,
3.862755,0.059814,-0.059814,5.714294,5.714294,12.445312,12.187500,12.234375,12.257812,0.093750,0.062500,0.062500,0.062500,
3.882395,0.059814,-0.059814,5.714294,5.714294,12.445312,12.195312,12.242188,12.265625,0.093750,0.062500,0.062500,0.062500,
3.902261,0.059814,-0.059814,0.000000,0.000000,12.453125,12.187500,12.234375,12.265625,0.062500,0.062500,0.062500,0.062500,
3.922474,0.059814,-0.059814,0.000000,0.000000,12.453125,12.195312,12.234375,12.265625,0.093750,0.062500,0.062500,0.062500,
3.942499,0.088196,-0.088196,0.000000,0.000000,12.445312,12.195312,12.242188,12.281250,0.187500,0.093750,0.312500,0.062500,
3.962586,0.134583,-0.134583,0.000000,0.000000,12.398438,12.195312,12.187500,12.273438,0.125000,0.093750,0.156250,0.281250,
3.983043,0.488281,-0.488281,0.000000,0.000000,12.382812,12.187500,12.140625,12.234375,0.281250,0.000000,0.312500,0.000000,
4.002582,0.762939,-0.762939,5.714287,5.714287,12.359375,12.140625,11.984375,12.101562,0.000000,0.000000,0.312500,0.000000,
4.022520,1.098633,-1.098633,5.714287,5.714287,12.296875,12.140625,11.734375,11.890625,0.062500,0.000000,13.312500,1.250000,
4.042525,1.452942,-1.452942,34.285721,34.285721,12.031250,12.046875,11.515625,11.695312,14.812500,0.000000,26.843750,21.593750,
