Time,MatchTime,LeftEncoderPosition,RightEncoderPosition,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadAppliedOutput,LeftFollowAppliedOutput,RightLeadAppliedOutput,RightFollowAppliedOutput,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
2.040461,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.060324,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.281250,12.203125,0.000000,0.000000,0.000000,0.000000,
2.080512,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.265625,12.195312,0.000000,0.000000,0.000000,0.000000,
2.100522,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.312500,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.120269,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.289062,12.195312,0.000000,0.000000,0.000000,0.000000,
2.140864,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.312500,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.160509,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.296875,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.180356,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.273438,12.187500,0.000000,0.000000,0.000000,0.000000,
2.200546,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.257812,12.195312,0.000000,0.000000,0.000000,0.000000,
2.220266,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.240374,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,12.304688,12.281250,12.187500,0.000000,0.000000,0.000000,0.000000,
2.260298,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,12.304688,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.280300,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,12.304688,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.300734,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,12.304688,12.281250,12.187500,0.000000,0.000000,0.000000,0.000000,
2.320386,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.340312,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,12.296875,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.360342,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.281250,12.187500,0.000000,0.000000,0.000000,0.000000,
2.380261,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.914062,12.312500,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
2.400411,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,11.906250,12.304688,12.265625,12.187500,0.000000,0.000000,0.000000,0.000000,
