0.000736,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.320312,12.062500,12.101562,12.140625,0.000000,0.000000,0.000000,0.000000,
0.020409,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.320312,12.070312,12.109375,12.148438,0.000000,0.000000,0.000000,0.000000,
0.040352,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.320312,12.054688,12.101562,12.148438,0.000000,0.000000,0.000000,0.000000,
0.060614,-1.000000,0.000000,0.000000,0.032000,0.032000,0.000000,-0.000000,0.004791,0.004791,0.004791,0.004791,12.312500,12.046875,12.101562,12.156250,0.156250,0.093750,0.125000,0.000000,
0.080312,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.004791,0.004791,0.000000,0.000000,12.304688,12.054688,12.101562,12.140625,0.156250,0.093750,0.000000,0.156250,
0.100404,-1.000000,0.000000,0.000000,0.032000,0.032000,0.000000,-0.000000,0.004791,0.004791,0.004791,0.004791,12.304688,12.046875,12.093750,12.164062,0.156250,0.062500,0.125000,0.000000,
0.120348,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.004791,0.004791,0.000000,0.000000,12.312500,12.046875,12.101562,12.140625,0.125000,0.093750,0.000000,0.156250,
0.140260,-1.000000,0.000000,0.000000,0.032000,0.032000,0.000000,-0.000000,0.000000,0.000000,0.004791,0.004791,12.328125,12.062500,12.093750,12.148438,0.000000,0.000000,0.125000,0.000000,
0.160497,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,12.328125,12.062500,12.101562,12.148438,0.000000,0.000000,0.000000,0.125000,
0.180335,-1.000000,0.000000,0.000000,0.032000,0.032000,0.000000,-0.000000,0.000000,0.000000,0.004791,0.004791,12.320312,12.070312,12.101562,12.148438,0.000000,0.000000,0.125000,0.000000,
0.200594,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.004791,0.004791,0.000000,0.000000,12.312500,12.054688,12.101562,12.132812,0.125000,0.093750,0.000000,0.156250,
0.220425,-1.000000,0.000000,0.000000,0.032000,0.032000,0.000000,-0.000000,0.000000,0.000000,0.004791,0.004791,12.320312,12.070312,12.093750,12.156250,0.000000,0.000000,0.125000,0.000000,
