Time,MatchTime,LeadRPM,RPMSetpoint,LeadAppliedOutput,LeadBusVoltage,LeadCurrent
0.001123,-1.000000,-0.000000,0.000000,0.000000,11.851562,0.000000
0.020465,-1.000000,-0.000000,0.000000,0.000000,11.851562,0.000000
0.040722,-1.000000,-0.000000,0.000000,0.000000,11.726562,0.000000
0.060704,-1.000000,-0.000000,0.000000,0.000000,11.734375,0.000000
0.080537,-1.000000,-0.000000,0.000000,0.000000,11.679688,0.000000
0.100568,-1.000000,-0.000000,0.000000,0.000000,11.679688,0.000000
0.120582,-1.000000,-0.000000,0.000000,0.000000,11.726562,0.000000
0.140547,-1.000000,-0.000000,0.000000,0.000000,11.742188,0.000000
0.160527,-1.000000,-0.000000,0.000000,0.000000,11.750000,0.000000
0.181042,-1.000000,-0.000000,0.000000,0.000000,11.726562,0.000000
0.200566,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.220537,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.240565,-1.000000,-0.000000,0.000000,0.000000,11.648438,0.000000
0.260564,-1.000000,-0.000000,0.000000,0.000000,11.718750,0.000000
0.280701,-1.000000,-0.000000,0.000000,0.000000,11.718750,0.000000
0.300487,-1.000000,-0.000000,0.000000,0.000000,11.718750,0.000000
0.320640,-1.000000,-0.000000,0.000000,0.000000,11.648438,0.000000
0.340563,-1.000000,-0.000000,0.000000,0.000000,11.656250,0.000000
0.360661,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.380619,-1.000000,-0.000000,0.000000,0.000000,11.687500,0.000000
0.400498,-1.000000,-0.000000,0.000000,0.000000,11.710938,0.000000
0.420813,-1.000000,-0.000000,0.000000,0.000000,11.710938,0.000000
0.440563,-1.000000,-0.000000,0.000000,0.000000,11.687500,0.000000
0.460882,-1.000000,-0.000000,0.000000,0.000000,11.593750,0.000000
0.480617,-1.000000,-0.000000,0.000000,0.000000,11.664062,0.000000
0.500571,-1.000000,-0.000000,0.000000,0.000000,11.664062,0.000000
0.520579,-1.000000,-0.000000,0.000000,0.000000,11.695312,0.000000
0.540520,-1.000000,-0.000000,0.000000,0.000000,11.695312,0.000000
0.560954,-1.000000,-0.000000,0.000000,0.000000,11.695312,0.000000
0.580571,-1.000000,-0.000000,0.000000,0.000000,11.625000,0.000000
0.600478,-1.000000,-0.000000,0.000000,0.000000,11.625000,0.000000
0.620594,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
0.640497,-1.000000,-0.000000,0.000000,0.000000,11.656250,0.000000
0.660656,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.680670,-1.000000,-0.000000,0.000000,0.000000,11.710938,0.000000
0.700605,-1.000000,-0.000000,0.000000,0.000000,11.695312,0.000000
0.720475,-1.000000,-0.000000,0.000000,0.000000,11.695312,0.000000
0.740523,-1.000000,-0.000000,0.000000,0.000000,11.609375,0.000000
0.760629,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
0.780636,-1.000000,-0.000000,0.000000,0.000000,11.664062,0.000000
0.800699,-1.000000,-0.000000,0.000000,0.000000,11.679688,0.000000
0.820525,-1.000000,-0.000000,0.000000,0.000000,11.695312,0.000000
0.840619,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.860482,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.880703,-1.000000,-0.000000,0.000000,0.000000,11.601562,0.000000
0.900778,-1.000000,-0.000000,0.000000,0.000000,11.625000,0.000000
0.920581,-1.000000,-0.000000,0.000000,0.000000,11.648438,0.000000
0.940516,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.961066,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
0.980575,-1.000000,-0.000000,0.000000,0.000000,11.679688,0.000000
1.000576,-1.000000,-0.000000,0.000000,0.000000,11.593750,0.000000
1.020471,-1.000000,-0.000000,0.000000,0.000000,11.562500,0.000000
1.040592,-1.000000,-0.000000,0.000000,0.000000,11.617188,0.000000
1.060672,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
1.080682,-1.000000,-0.000000,0.000000,0.000000,11.656250,0.000000
1.100542,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
1.120487,-1.000000,-0.000000,0.000000,0.000000,11.687500,0.000000
1.140481,-1.000000,-0.000000,0.000000,0.000000,11.687500,0.000000
1.160682,-1.000000,-0.000000,0.000000,0.000000,11.554688,0.000000
1.180526,-1.000000,-0.000000,0.000000,0.000000,11.593750,0.000000
1.200662,-1.000000,-0.000000,0.000000,0.000000,11.593750,0.000000
1.220668,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
1.240718,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
1.260552,-1.000000,-0.000000,0.000000,0.000000,11.671875,0.000000
1.280695,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
1.300585,-1.000000,-0.000000,0.000000,0.000000,11.578125,0.000000
1.320527,-1.000000,-0.000000,0.000000,0.000000,11.570312,0.000000
1.340606,-1.000000,-0.000000,0.000000,0.000000,11.601562,0.000000
1.360582,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
1.380639,-1.000000,-0.000000,0.000000,0.000000,11.632812,0.000000
1.400527,-1.000000,-0.000000,0.000000,0.000000,11.664062,0.000000
1.420722,-1.000000,-0.000000,0.000000,0.000000,11.664062,0.000000
1.440769,-1.000000,-0.000000,0.000000,0.000000,11.578125,0.000000
1.460822,-1.000000,-0.000000,0.000000,0.000000,11.562500,0.000000
1.480582,-1.000000,-0.000000,0.000000,0.000000,11.609375,0.000000
1.500556,-1.000000,-0.000000,0.000000,0.000000,11.609375,0.000000
1.520531,-1.000000,-0.000000,0.000000,0.000000,11.640625,0.000000
