Time,MatchTime,LeadRPM,RPMSetpoint,LeadAppliedOutput,LeadBusVoltage,LeadCurrent
1.680475,-1.000000,274.285706,1487.000000,0.565539,6.437500,96.625000
1.700849,-1.000000,331.428558,1487.000000,0.685171,7.257812,47.906250
1.720781,-1.000000,331.428558,1487.000000,1.000000,8.703125,0.000000
1.740485,-1.000000,388.571411,1487.000000,1.000000,8.562500,69.125000
1.760594,-1.000000,445.714294,1487.000000,0.520127,7.343750,85.750000
1.780557,-1.000000,445.714294,1487.000000,0.675466,6.203125,86.562500
1.800609,-1.000000,497.142853,1487.000000,1.000000,9.421875,24.968750
1.820884,-1.000000,554.285767,1487.000000,0.552446,7.890625,76.906250
1.840479,-1.000000,554.285767,1487.000000,0.739555,6.000000,94.468750
1.860477,-1.000000,605.714355,1487.000000,1.000000,6.421875,78.187500
1.880611,-1.000000,605.714355,1487.000000,0.553392,7.250000,81.562500
1.900421,-1.000000,657.142883,1487.000000,1.000000,9.085938,0.000000
1.920520,-1.000000,697.142944,1487.000000,0.581744,6.304688,97.031250
1.940548,-1.000000,697.142944,1487.000000,0.809473,9.226562,2.625000
1.960445,-1.000000,742.857178,1487.000000,0.810144,6.617188,65.093750
1.980611,-1.000000,782.857239,1487.000000,0.760399,8.406250,2.468750
2.000509,-1.000000,782.857239,1487.000000,1.000000,9.593750,25.250000
2.021193,-1.000000,828.571472,1487.000000,0.000000,11.359375,0.000000
2.040654,-1.000000,862.857178,1487.000000,1.000000,8.382812,8.718750
2.060558,-1.000000,862.857178,1487.000000,0.000000,11.335938,0.000000
2.080497,-1.000000,891.428589,1487.000000,1.000000,7.015625,67.656250
2.100530,-1.000000,891.428589,1487.000000,1.000000,8.687500,35.031250
2.120612,-1.000000,931.428528,1487.000000,1.000000,8.367188,7.375000
2.140475,-1.000000,960.000000,1487.000000,1.000000,7.687500,70.375000
2.160569,-1.000000,960.000000,1487.000000,1.000000,7.664062,54.625000
2.180787,-1.000000,1000.000000,1487.000000,0.914731,7.476562,64.343750
2.200528,-1.000000,1028.571411,1487.000000,1.000000,8.390625,3.593750
2.220460,-1.000000,1028.571411,1487.000000,1.000000,7.460938,69.687500
2.240537,-1.000000,1068.571411,1487.000000,1.000000,7.437500,72.343750
2.260533,-1.000000,1091.428711,1487.000000,0.000000,11.265625,0.000000
2.280661,-1.000000,1091.428711,1487.000000,1.000000,8.367188,12.906250
2.300514,-1.000000,1125.714355,1487.000000,1.000000,8.164062,21.375000
2.320556,-1.000000,1165.714478,1487.000000,1.000000,7.640625,31.500000
2.340532,-1.000000,1165.714478,1487.000000,1.000000,8.031250,0.000000
2.360487,-1.000000,1194.286011,1487.000000,1.000000,8.406250,62.062500
2.380528,-1.000000,1194.286011,1487.000000,0.000000,7.585938,81.062500
2.400729,-1.000000,1228.571777,1487.000000,0.000000,11.265625,0.000000
2.420543,-1.000000,1257.143066,1487.000000,1.000000,7.773438,67.906250
2.440597,-1.000000,1257.143066,1487.000000,1.000000,8.179688,0.000000
2.460660,-1.000000,1297.143066,1487.000000,1.000000,7.085938,76.937500
2.480694,-1.000000,1320.000122,1487.000000,1.000000,8.015625,0.000000
2.500497,-1.000000,1320.000122,1487.000000,0.943327,8.726562,29.968750
2.520646,-1.000000,1354.285889,1487.000000,0.960967,8.820312,2.468750
2.540498,-1.000000,1382.857056,1487.000000,0.000000,11.289062,0.000000
2.560583,-1.000000,1382.857056,1487.000000,0.818110,7.382812,71.468750
2.580463,-1.000000,1417.142700,1487.000000,0.646657,8.218750,62.125000
2.600795,-1.000000,1417.142700,1487.000000,0.646657,8.257812,52.000000
2.620667,-1.000000,1445.714355,1487.000000,0.503800,9.429688,35.562500
2.640794,-1.000000,1474.285645,1487.000000,0.360942,10.773438,13.812500
2.660627,-1.000000,1474.285645,1487.000000,0.360942,10.843750,13.750000
2.680546,-1.000000,1497.142700,1487.000000,0.246681,11.851562,0.000000
2.700744,-1.000000,1508.571655,1487.000000,0.189520,12.476562,0.000000
2.720697,-1.000000,1508.571655,1487.000000,0.189520,12.445312,0.000000
2.740759,-1.000000,1525.714478,1487.000000,0.103824,13.070312,0.000000
2.760691,-1.000000,1525.714355,1487.000000,0.103824,13.148438,0.000000
2.780729,-1.000000,1525.714355,1487.000000,0.103824,13.234375,0.000000
2.800560,-1.000000,1525.714600,1487.000000,0.103824,13.101562,0.000000
2.820465,-1.000000,1508.571655,1487.000000,0.103824,12.945312,0.000000
2.840444,-1.000000,1508.571655,1487.000000,0.189520,12.218750,0.000000
2.860776,-1.000000,1485.714600,1487.000000,0.303812,11.367188,6.437500
2.880663,-1.000000,1485.714600,1487.000000,0.303812,10.976562,14.500000
2.900582,-1.000000,1462.857300,1487.000000,0.418104,9.875000,36.781250
2.920689,-1.000000,1445.714355,1487.000000,0.503800,8.960938,53.687500
2.941150,-1.000000,1445.714355,1487.000000,0.503800,8.953125,50.781250
2.960450,-1.000000,1428.571533,1487.000000,0.589526,8.546875,54.281250
2.980560,-1.000000,1405.714111,3100.000000,0.703818,7.625000,53.000000
3.000460,-1.000000,1405.714111,3100.000000,1.000000,9.031250,1.875000
3.020509,-1.000000,1405.714355,3100.000000,1.000000,8.062500,60.000000
3.040485,-1.000000,1405.714111,3100.000000,1.000000,8.203125,5.906250
3.060609,-1.000000,1405.714111,3100.000000,1.000000,8.476562,0.000000
3.081012,-1.000000,1417.142944,3100.000000,1.000000,8.421875,11.031250
3.100515,-1.000000,1417.142944,3100.000000,1.000000,7.609375,38.500000
3.120453,-1.000000,1434.285889,3100.000000,0.975860,8.242188,53.875000
3.140649,-1.000000,1457.142944,3100.000000,1.000000,7.492188,62.437500
3.160547,-1.000000,1457.142944,3100.000000,1.000000,8.015625,1.750000
3.180407,-1.000000,1480.000122,3100.000000,1.000000,8.031250,59.031250
3.200450,-1.000000,1514.285889,3100.000000,1.000000,8.296875,53.250000
3.220505,-1.000000,1514.285889,3100.000000,1.000000,7.945312,50.531250
3.240655,-1.000000,1548.571777,3100.000000,1.000000,8.367188,44.718750
3.260654,-1.000000,1577.142822,3100.000000,1.000000,6.851562,65.125000
3.280468,-1.000000,1577.142822,3100.000000,0.000000,11.312500,0.000000
3.300441,-1.000000,1611.428711,3100.000000,0.000000,11.367188,0.000000
3.320776,-1.000000,1634.285522,3100.000000,1.000000,8.781250,41.062500
3.341722,-1.000000,1634.285522,3100.000000,1.000000,7.070312,59.562500
3.360561,-1.000000,1668.571289,3100.000000,1.000000,7.492188,21.531250
3.380516,-1.000000,1668.571289,3100.000000,1.000000,7.484375,48.687500
3.400589,-1.000000,1697.142456,3100.000000,1.000000,8.437500,42.812500
3.420600,-1.000000,1725.714233,3100.000000,1.000000,8.257812,1.656250
3.440584,-1.000000,1725.714233,3100.000000,1.000000,8.328125,5.031250
3.460600,-1.000000,1754.285645,3100.000000,1.000000,8.570312,38.250000
3.481025,-1.000000,1782.856934,3100.000000,1.000000,7.093750,64.468750
3.500520,-1.000000,1782.856934,3100.000000,1.000000,8.273438,1.750000
3.520563,-1.000000,1811.428467,1487.000000,1.000000,6.843750,72.531250
3.540758,-1.000000,1828.571289,1487.000000,0.000000,11.320312,0.000000
3.560596,-1.000000,1828.571289,1487.000000,0.000000,11.812500,0.000000
3.580563,-1.000000,1851.428345,1487.000000,0.000000,11.578125,0.000000
3.600675,-1.000000,1851.428345,1487.000000,0.000000,11.648438,0.000000
3.620642,-1.000000,1862.856812,1487.000000,0.000000,11.960938,0.000000
3.640638,-1.000000,1868.571533,1487.000000,0.000000,11.820312,0.000000
3.660507,-1.000000,1868.571533,1487.000000,0.000000,11.882812,0.000000
3.680567,-1.000000,1862.856934,1487.000000,0.000000,11.796875,0.000000
3.700833,-1.000000,1840.000000,1487.000000,0.000000,11.804688,0.000000
3.720692,-1.000000,1840.000000,1487.000000,0.000000,11.640625,0.000000
3.740711,-1.000000,1817.142578,1487.000000,0.000000,11.953125,0.000000
3.760674,-1.000000,1777.142578,1487.000000,0.000000,11.695312,0.000000
3.780957,-1.000000,1777.142578,1487.000000,0.000000,11.734375,0.000000
3.800798,-1.000000,1737.142578,1487.000000,0.000000,11.937500,0.000000
3.820602,-1.000000,1697.142700,1487.000000,0.000000,11.617188,0.000000
3.840593,-1.000000,1697.142700,1487.000000,0.000000,11.851562,0.000000
3.860526,-1.000000,1645.714111,1487.000000,0.000000,11.703125,0.000000
3.880581,-1.000000,1645.714111,1487.000000,0.000000,11.875000,0.000000
3.900517,-1.000000,1594.285645,1487.000000,0.000000,11.898438,0.000000
3.920842,-1.000000,1542.856689,1487.000000,0.018097,12.765625,0.000000
3.940558,-1.000000,1542.856689,1487.000000,0.018097,12.835938,0.000000
3.960475,-1.000000,1497.142578,1487.000000,0.246681,11.671875,0.000000
3.980516,-1.000000,1451.428467,1487.000000,0.475234,9.695312,32.750000
4.000760,-1.000000,1451.428467,1487.000000,0.475234,9.187500,39.093750
4.020547,-1.000000,1422.857178,1487.000000,0.618091,8.234375,62.156250
4.040581,-1.000000,1394.285889,1487.000000,0.618091,7.304688,59.781250
4.060569,-1.000000,1394.285889,1487.000000,0.760949,7.156250,56.375000
4.080558,-1.000000,1371.428589,1487.000000,0.804865,9.070312,28.156250
4.100881,-1.000000,1371.428589,1487.000000,0.875240,6.875000,58.000000
4.120651,-1.000000,1360.000122,1487.000000,0.932371,9.617188,37.906250
4.140752,-1.000000,1365.714111,1487.000000,0.903806,7.671875,64.656250
4.160523,-1.000000,1365.714111,1487.000000,0.903806,6.937500,62.750000
4.180669,-1.000000,1382.857178,1487.000000,0.818110,7.054688,53.812500
4.200478,-1.000000,1405.714355,1487.000000,0.703818,7.960938,63.125000
4.220707,-1.000000,1405.714355,1487.000000,0.703818,7.914062,62.656250
4.240636,-1.000000,1440.000000,1487.000000,0.532395,9.187500,37.781250
4.260506,-1.000000,1462.857178,1487.000000,0.532395,10.031250,20.562500
4.280558,-1.000000,1462.857178,1487.000000,0.418104,10.273438,23.625000
4.300689,-1.000000,1502.857178,1487.000000,0.218085,11.914062,0.000000
4.320540,-1.000000,1520.000122,1487.000000,0.218085,12.265625,0.000000
4.340591,-1.000000,1520.000122,1487.000000,0.132389,12.984375,0.000000
4.361046,-1.000000,1548.571533,1487.000000,0.000000,11.937500,0.000000
4.380518,-1.000000,1548.571533,1487.000000,0.000000,11.679688,0.000000
4.400941,-1.000000,1554.285645,1487.000000,0.000000,11.835938,0.000000
4.420610,-1.000000,1548.571655,1487.000000,0.000000,11.625000,0.000000
4.440851,-1.000000,1548.571655,1487.000000,0.000000,11.664062,0.000000
4.460501,-1.000000,1542.857178,1487.000000,0.018097,12.765625,0.000000
4.480618,-1.000000,1514.285889,1487.000000,0.160955,12.585938,0.000000
4.500546,-1.000000,1514.285889,1487.000000,0.160955,12.367188,0.000000
4.520509,-1.000000,1485.714600,1487.000000,0.303812,11.359375,6.625000
4.540960,-1.000000,1451.428467,1487.000000,0.303812,9.640625,49.250000
4.560494,-1.000000,1451.428467,1487.000000,0.475234,9.218750,48.250000
4.580699,-1.000000,1434.285522,1487.000000,0.560961,8.710938,53.031250
4.600512,-1.000000,1434.285522,1487.000000,0.560961,8.601562,48.593750
4.620583,-1.000000,1405.714233,1487.000000,0.703818,7.546875,71.312500
4.641025,-1.000000,1388.571289,1487.000000,0.789514,7.070312,63.125000
4.661022,-1.000000,1388.571289,1487.000000,0.789514,7.187500,67.875000
4.680688,-1.000000,1382.856934,1487.000000,0.818110,6.695312,85.937500
4.700678,-1.000000,1382.856689,1487.000000,0.818110,7.054688,76.968750
4.720766,-1.000000,1382.856689,1487.000000,0.818110,6.781250,77.968750
4.741155,-1.000000,1400.000000,1487.000000,0.732383,7.523438,63.062500
4.760832,-1.000000,1434.285645,1487.000000,0.732383,8.578125,40.937500
4.780594,-1.000000,1434.285645,1487.000000,0.560961,8.937500,46.937500
4.800743,-1.000000,1457.142822,1487.000000,0.446669,10.023438,23.562500
4.820584,-1.000000,1491.428589,1487.000000,0.446669,10.328125,18.218750
4.840732,-1.000000,1491.428589,1487.000000,0.275246,11.671875,0.000000
4.860947,-1.000000,1514.285889,1487.000000,0.160955,12.781250,0.000000
4.880540,-1.000000,1514.285889,1487.000000,0.160955,12.773438,0.000000
4.900604,-1.000000,1537.142944,1487.000000,0.046663,13.039062,0.000000
4.920551,-1.000000,1548.571411,1487.000000,0.000000,11.851562,0.000000
4.940468,-1.000000,1548.571411,1487.000000,0.000000,11.695312,0.000000
4.960859,-1.000000,1554.286133,1487.000000,0.000000,11.703125,0.000000
4.980732,-1.000000,1542.857178,1487.000000,0.018097,12.734375,0.000000
5.000469,-1.000000,1542.857178,1487.000000,0.018097,12.804688,0.000000
5.020566,-1.000000,1514.285889,1487.000000,0.160955,12.289062,0.000000
5.040907,-1.000000,1485.714600,1487.000000,0.160955,11.257812,12.875000
5.060716,-1.000000,1485.714600,1487.000000,0.303812,11.015625,14.843750
5.081798,-1.000000,1451.428589,1487.000000,0.475234,9.335938,43.031250
5.100572,-1.000000,1451.428589,1487.000000,0.475234,9.351562,46.125000
5.120596,-1.000000,1428.571289,1487.000000,0.589526,8.359375,50.187500
5.141113,-1.000000,1399.999878,1487.000000,0.732383,7.585938,69.593750
5.160574,-1.000000,1399.999878,1487.000000,0.732383,7.328125,76.125000
5.180633,-1.000000,1382.857178,1487.000000,0.818110,7.132812,72.687500
5.200563,-1.000000,1371.428711,1487.000000,0.868740,6.757812,76.531250
5.220602,-1.000000,1371.428711,1487.000000,0.875240,7.398438,54.000000
5.240506,-1.000000,1382.857178,1487.000000,0.818110,6.945312,61.875000
5.260498,-1.000000,1400.000488,1487.000000,0.818110,7.554688,59.000000
5.280536,-1.000000,1400.000488,1487.000000,0.732383,7.664062,48.625000
5.300454,-1.000000,1428.571777,1487.000000,0.589526,8.609375,40.468750
5.320543,-1.000000,1451.428833,1487.000000,0.589526,8.976562,39.156250
5.340530,-1.000000,1451.428833,1487.000000,0.475234,9.710938,35.031250
5.360812,-1.000000,1480.000244,1487.000000,0.332377,11.125000,8.718750
5.380455,-1.000000,1480.000244,1487.000000,0.332377,11.195312,7.468750
5.400595,-1.000000,1520.000244,1487.000000,0.132389,12.710938,0.000000
5.420534,-1.000000,1531.428589,1487.000000,0.075228,13.093750,0.000000
5.440620,-1.000000,1531.428589,1487.000000,0.075228,13.062500,0.000000
5.460718,-1.000000,1548.571289,1487.000000,0.000000,11.593750,0.000000
5.480513,-1.000000,1548.571533,1487.000000,0.000000,11.562500,0.000000
5.500904,-1.000000,1548.571533,1487.000000,0.000000,11.554688,0.000000
5.520663,-1.000000,1537.142578,1487.000000,0.046663,12.960938,0.000000
5.540536,-1.000000,1520.000000,1487.000000,0.046663,12.632812,0.000000
5.560488,-1.000000,1520.000000,1487.000000,0.132389,12.453125,0.000000
5.580787,-1.000000,1491.428589,1487.000000,0.275246,11.398438,7.812500
5.600646,-1.000000,1491.428589,1487.000000,0.275246,11.265625,9.218750
5.620449,-1.000000,1462.857300,1487.000000,0.418104,9.851562,31.468750
5.640603,-1.000000,1428.571533,1487.000000,0.589526,8.273438,53.437500
5.661006,-1.000000,1428.571533,1487.000000,0.589526,8.078125,67.562500
5.680601,-1.000000,1411.428467,1487.000000,0.675253,7.859375,52.718750
5.700440,-1.000000,1394.285889,1487.000000,0.760949,7.367188,69.968750
5.720648,-1.000000,1394.285889,1487.000000,0.760949,7.328125,63.125000
5.740724,-1.000000,1382.856934,1487.000000,0.818110,7.031250,73.843750
5.760505,-1.000000,1388.571533,1487.000000,0.818110,7.187500,61.687500
5.780491,-1.000000,1388.571533,1487.000000,0.789514,7.273438,61.093750
5.800442,-1.000000,1400.000000,1487.000000,0.732383,7.585938,58.656250
5.820556,-1.000000,1422.857300,1487.000000,0.732383,7.906250,58.562500
5.840939,-1.000000,1422.857300,1487.000000,0.618091,8.343750,55.656250
5.860573,-1.000000,1451.428711,1487.000000,0.475234,9.601562,29.000000
5.880699,-1.000000,1451.428711,1487.000000,0.475234,9.718750,32.312500
5.901496,-1.000000,1480.000122,1487.000000,0.332377,10.992188,7.187500
5.920644,-1.000000,1514.285889,1487.000000,0.160955,12.093750,0.000000
5.940608,-1.000000,1514.285889,1487.000000,0.160955,12.500000,0.000000
5.960453,-1.000000,1525.714600,1487.000000,0.103824,12.921875,0.000000
5.980445,-1.000000,1542.857422,1487.000000,0.018097,12.789062,0.000000
6.000503,-1.000000,1542.857422,1487.000000,0.018097,12.664062,0.000000
6.020582,-1.000000,1542.857178,1487.000000,0.018097,12.656250,0.000000
6.040523,-1.000000,1531.428711,1487.000000,0.018097,12.945312,0.000000
6.060503,-1.000000,1531.428711,1487.000000,0.075228,12.890625,0.000000
6.080455,-1.000000,1514.285522,1487.000000,0.160955,12.250000,0.000000
6.100556,-1.000000,1514.285522,1487.000000,0.160955,12.164062,0.000000
6.120884,-1.000000,1474.285522,1487.000000,0.360942,10.445312,26.000000
6.140968,-1.000000,1445.713989,1487.000000,0.503800,9.156250,48.875000
6.160638,-1.000000,1445.713989,1487.000000,0.503800,8.914062,52.875000
6.180695,-1.000000,1411.428345,1487.000000,0.675253,7.773438,58.093750
6.200526,-1.000000,1388.571289,1487.000000,0.789514,7.046875,60.843750
6.220518,-1.000000,1388.571289,1487.000000,0.782220,6.859375,80.531250
6.240585,-1.000000,1371.428711,1487.000000,0.875240,8.218750,0.000000
6.260957,-1.000000,1365.714111,1487.000000,0.875240,8.789062,25.968750
6.280576,-1.000000,1365.714111,1487.000000,0.896756,7.085938,61.093750
6.300480,-1.000000,1365.714355,1487.000000,0.000000,11.093750,9.500000
6.320556,-1.000000,1382.857300,1487.000000,0.903806,7.718750,32.437500
6.340588,-1.000000,1382.857300,1487.000000,0.818110,7.164062,67.156250
6.360492,-1.000000,1411.428833,1487.000000,0.675253,8.015625,51.593750
6.380626,-1.000000,1411.428833,1487.000000,0.675253,8.031250,59.062500
6.400652,-1.000000,1434.285889,1487.000000,0.560961,8.953125,46.406250
6.420521,-1.000000,1468.571533,1487.000000,0.389538,10.476562,17.718750
6.440561,-1.000000,1468.571533,1487.000000,0.389538,10.484375,17.218750
6.460536,-1.000000,1502.857178,1487.000000,0.218085,12.031250,0.000000
6.480531,-1.000000,1514.285645,1487.000000,0.160955,12.609375,0.000000
6.500697,-1.000000,1514.285645,1487.000000,0.160955,12.437500,0.000000
6.520568,-1.000000,1531.428467,1487.000000,0.075228,13.070312,0.000000
6.540634,-1.000000,1537.143066,1487.000000,0.075228,12.968750,0.000000
6.560957,-1.000000,1537.143066,1487.000000,0.046663,13.070312,0.000000
6.580796,-1.000000,1531.428589,1487.000000,0.075228,13.007812,0.000000
6.600522,-1.000000,1531.428589,1487.000000,0.075228,12.859375,0.000000
6.620572,-1.000000,1520.000000,1487.000000,0.132389,12.570312,0.000000
6.640612,-1.000000,1491.428589,1487.000000,0.275246,11.468750,2.218750
6.660580,-1.000000,1491.428589,1487.000000,0.275246,11.343750,8.187500
6.680692,-1.000000,1462.857056,1487.000000,0.418104,9.789062,36.656250
6.700537,-1.000000,1434.285645,1487.000000,0.560961,8.742188,58.312500
6.720767,-1.000000,1434.285645,1487.000000,0.560961,8.734375,50.968750
6.740488,-1.000000,1411.428467,1487.000000,0.675253,7.992188,64.750000
6.760816,-1.000000,1388.571533,1487.000000,0.675253,7.210938,59.468750
6.780519,-1.000000,1388.571533,1487.000000,0.789514,6.867188,77.406250
6.800597,-1.000000,1388.571289,1487.000000,0.789514,7.031250,59.781250
6.820498,-1.000000,1388.571411,1487.000000,0.789514,7.179688,74.343750
6.840494,-1.000000,1388.571411,1487.000000,0.789514,7.171875,75.593750
6.860560,-1.000000,1399.999878,1487.000000,0.732383,7.671875,45.593750
6.880620,-1.000000,1399.999878,1487.000000,0.732383,7.656250,57.156250
6.900525,-1.000000,1422.857178,1487.000000,0.618091,8.578125,45.968750
6.920629,-1.000000,1451.428589,1487.000000,0.475234,9.632812,27.468750
6.940495,-1.000000,1451.428589,1487.000000,0.475234,9.726562,30.656250
6.960891,-1.000000,1480.000244,1487.000000,0.332377,11.007812,8.312500
6.980506,-1.000000,1514.285889,1487.000000,0.160955,12.210938,0.000000
7.000734,-1.000000,1514.285889,1487.000000,0.160955,12.640625,0.000000
7.020552,-1.000000,1531.428711,1487.000000,0.075228,13.125000,0.000000
7.040554,-1.000000,1542.857178,1487.000000,0.075228,12.734375,0.000000
7.060595,-1.000000,1542.857178,1487.000000,0.018097,12.859375,0.000000
7.080593,-1.000000,1542.857300,1487.000000,0.018097,12.742188,0.000000
7.100715,-1.000000,1542.857300,1487.000000,0.018097,12.609375,0.000000
7.120597,-1.000000,1531.428711,1487.000000,0.075228,12.796875,0.000000
7.140513,-1.000000,1508.571411,1487.000000,0.189520,11.984375,0.000000
7.161028,-1.000000,1508.571411,1487.000000,0.189520,11.953125,0.000000
7.180563,-1.000000,1474.285767,1487.000000,0.360942,10.617188,25.687500
7.200679,-1.000000,1445.714355,1487.000000,0.503800,8.992188,56.562500
7.220445,-1.000000,1445.714355,1487.000000,0.503800,9.070312,38.125000
7.240509,-1.000000,1411.428711,1487.000000,0.675253,7.617188,68.843750
7.260569,-1.000000,1388.571533,1487.000000,0.675253,7.242188,79.000000
7.280500,-1.000000,1388.571533,1487.000000,0.789514,7.015625,57.656250
7.300548,-1.000000,1371.428467,1487.000000,0.875240,7.703125,67.281250
7.320546,-1.000000,1365.714233,1487.000000,0.875240,7.320312,32.312500
7.340655,-1.000000,1365.714233,1487.000000,0.903806,8.804688,25.750000
