Time,MatchTime,LeadRPM,LeadAppliedOutput,LeadBusVoltage,LeadCurrent
0.000857,-1.000000,-0.000000,0.000000,12.312500,0.000000
0.020204,-1.000000,-0.000000,0.000000,11.460938,0.000000
0.040225,-1.000000,-0.000000,0.000000,11.593750,0.000000
0.060153,-1.000000,-0.000000,0.000000,11.851562,0.000000
0.080234,-1.000000,-0.000000,0.000000,11.921875,0.000000
0.100281,-1.000000,-0.000000,0.000000,11.945312,0.000000
0.120278,-1.000000,-0.000000,0.000000,11.976562,0.000000
0.140238,-1.000000,-0.000000,0.000000,11.953125,0.000000
0.160293,-1.000000,-0.000000,0.000000,11.867188,0.000000
0.180446,-1.000000,-0.000000,0.000000,11.914062,0.000000
0.200289,-1.000000,-0.000000,0.000000,11.937500,0.000000
0.220227,-1.000000,-0.000000,0.000000,11.953125,0.000000
0.240157,-1.000000,-0.000000,0.000000,11.953125,0.000000
0.260392,-1.000000,-0.000000,0.000000,11.875000,0.000000
0.280326,-1.000000,-0.000000,0.000000,11.898438,0.000000
0.300299,-1.000000,-0.000000,0.000000,11.914062,0.000000
0.320248,-1.000000,-0.000000,0.000000,11.921875,0.000000
0.341570,-1.000000,-0.000000,0.000000,11.937500,0.000000
0.360199,-1.000000,-0.000000,0.000000,11.898438,0.000000
0.380257,-1.000000,-0.000000,0.000000,11.859375,0.000000
0.400256,-1.000000,-0.000000,0.000000,11.890625,0.000000
0.420249,-1.000000,-0.000000,0.000000,11.914062,0.000000
0.440234,-1.000000,-0.000000,0.000000,11.929688,0.000000
0.460206,-1.000000,-0.000000,0.000000,11.945312,0.000000
0.480225,-1.000000,-0.000000,0.000000,11.859375,0.000000
0.500183,-1.000000,-0.000000,0.000000,11.835938,0.000000
0.520237,-1.000000,-0.000000,0.000000,11.898438,0.000000
0.540241,-1.000000,-0.000000,0.000000,11.914062,0.000000
0.560421,-1.000000,-0.000000,0.000000,11.914062,0.000000
0.580341,-1.000000,-0.000000,0.000000,11.914062,0.000000
0.600260,-1.000000,-0.000000,0.000000,11.843750,0.000000
0.620302,-1.000000,-0.000000,0.000000,11.828125,0.000000
0.640214,-1.000000,-0.000000,0.000000,11.890625,0.000000
0.660219,-1.000000,-0.000000,0.000000,11.914062,0.000000
