Time,TargetLocked,VisionDriveActive,Distance,DistanceError,DistanceError_DB,AngleError,AngleError_DB,Speed,Omega
0.000713,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019818,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.039828,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.059807,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.079811,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.099903,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.119878,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.139824,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.159966,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180172,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.199938,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.219972,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.239871,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.259993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.279935,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.300167,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.320011,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.339841,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.359889,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.379983,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.399896,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.419924,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
