Time,Position,Error,Speed,Voltage
0.964198,-7.98958,2,-95,-1.96711,
0.99065,-8.04722,-4,-91.25,-2.00244,
1.01264,-8.07431,-4,-88.75,-1.99066,
1.03081,-8.10069,-7,-87.0833,-1.96711,
1.0472,-8.12708,-9,-85,-1.96711,
1.07305,-8.15347,-10,-83.3333,-1.93978,
1.092,-8.17847,-12,-81.6667,-1.93978,
1.10389,-8.17847,-11,-81.6667,-1.9043,
1.1288,-8.22917,-13,-78.3333,-1.9043,
1.15105,-8.25417,-13,-77.0833,-1.85699,
1.16349,-8.25417,-11,-77.0833,-1.82151,
1.18981,-8.30208,-11,-75.4167,-1.79785,
1.22472,-8.32569,-9,-73.3333,-1.71505,
1.23533,-8.34861,-6,-73.3333,-1.65591,
1.25817,-8.37153,-10,-72.5,-1.6914,
1.2885,-8.41528,-9,-69.5833,-1.63226,
1.30306,-8.41528,-11,-69.5833,-1.65591,
1.31539,-8.43681,-10,-68.3333,-1.63226,
1.33321,-8.45764,-10,-67.0833,-1.58495,
1.36276,-8.47778,-12,-65.8333,-1.59677,
1.37117,-8.49722,-9,-64.5833,-1.52581,
1.38951,-8.51736,-12,-62.9167,-1.54946,
1.41002,-8.53681,-12,-61.6667,-1.47849,
1.43395,-8.55556,-13,-60.4167,-1.51398,
1.44465,-8.55556,-9,-60.4167,-1.41935,
1.47061,-8.59028,-12,-57.9167,-1.44301,
1.49657,-8.60625,-13,-56.25,-1.45484,
1.51397,-8.62222,-14,-54.1667,-1.3957,
1.53384,-8.6375,-18,-52.0833,-1.43118,
1.56137,-8.65278,-20,-50.4167,-1.43118,
1.59439,-8.68264,-22,-47.0833,-1.40753,
1.6116,-8.69653,-18,-46.25,-1.27742,
1.63491,-8.71111,-19,-45,-1.28925,
1.64612,-8.725,-20,-44.1667,-1.30108,
1.67066,-8.73819,-16,-43.3333,-1.20645,
1.69768,-8.75,-18,-42.5,-1.20645,
1.7067,-8.75,-18,-42.5,-1.20645,
1.73025,-8.77222,-18,-39.5833,-1.14731,
1.762,-8.78264,-23,-37.9167,-1.19462,
1.77,-8.79167,-23,-35.8333,-1.19462,
1.789,-8.80139,-22,-33.75,-1.11183,
1.81012,-8.81111,-25,-31.6667,-1.07634,
1.83459,-8.82014,-26,-30,-1.08817,
1.84952,-8.82847,-23,-28.75,-1.04086,
1.86963,-8.83611,-24,-27.9167,-1.02903,
1.89495,-8.84375,-21,-27.0833,-0.922581,
1.90364,-8.84375,-21,-27.0833,-0.926393,
1.93029,-8.85625,-25,-24.1667,-0.950147,
1.96211,-8.86181,-29,-22.5,-0.962023,
1.99057,-8.87222,-29,-19.1667,-0.926393,
2.02177,-8.87708,-28,-17.9167,-0.878886,
2.0338,-8.88056,-29,-16.6667,-0.855132,
2.0527,-8.88472,-27,-15.4167,-0.807625,
2.07011,-8.88819,-30,-14.1667,-0.843255,
2.09118,-8.89097,-28,-12.9167,-0.819501,
2.10352,-8.89097,-28,-12.9167,-0.74824,
2.13422,-8.89514,-28,-10.4167,-0.724487,
2.16237,-8.89722,-31,-9.16667,-0.74824,
2.1903,-8.89861,-28,-6.66667,-0.653226,
2.22401,-8.89931,-29,-4.16667,-0.593842,
2.23599,-8.89931,-31,-4.16667,-0.641349,
2.25754,-8.89931,-29,-2.91667,-0.558211,
2.29478,-8.89861,-30,-0.833333,-0.546334,
2.30568,-8.89861,-25,0,-0.439443,
2.33118,-8.89861,-24,0,-0.427566,
2.36226,-8.89861,-21,0,-0.356305,
2.38994,-8.89861,-17,0,-0.286217,
2.41014,-8.89861,-13,0,-0.214663,
2.43277,-8.89861,-10,0,-0.16696,
2.45421,-8.89861,-5,0,-0.0715543,
2.47049,-8.89861,-4,0,-0.0715543,
